,chance_of_playing_next_round,chance_of_playing_this_round,dreamteam_count,element_type,id,now_cost,points_per_game,selected_by_percent,status,total_points,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
547,100.0,100.0,0,3,370,53,2.4,0.3,a,50,9.4,Hughes,1507,1,1,5,27,0,0,0,4,0,0,3,177,237.6,222.4,195.0,65.4
548,100.0,100.0,0,3,371,48,2.5,0.1,a,25,5.2,Cleverley,655,1,0,1,17,0,0,0,0,0,0,2,121,122.8,179.5,176.0,47.9
549,0.0,0.0,0,3,372,47,0.0,0.0,n,0,0.0,Sema,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
550,100.0,100.0,0,3,373,48,2.6,0.4,a,62,12.9,Capoue,2138,0,3,7,40,0,0,0,7,0,0,5,322,409.4,221.9,101.0,73.4
551,100.0,100.0,0,3,374,44,1.9,0.2,a,28,6.4,Chalobah,771,0,1,2,10,0,0,0,1,0,0,2,107,130.8,91.9,52.0,27.2
552,100.0,100.0,0,3,375,43,1.0,0.1,a,4,0.9,Quina,18,0,0,0,2,0,0,0,0,0,0,0,10,7.4,0.8,7.0,1.5
553,100.0,100.0,0,2,439,48,1.9,0.2,a,37,7.7,Dawson,1549,0,0,4,29,0,0,0,4,0,0,0,231,330.2,32.8,151.0,51.4
554,100.0,100.0,0,4,512,58,1.2,0.1,a,11,1.9,Welbeck,275,0,0,1,3,0,0,0,0,0,0,0,26,29.4,28.6,72.0,12.9
555,,,0,1,513,43,0.0,0.2,a,0,0.0,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
556,100.0,100.0,2,3,525,64,4.1,3.0,a,78,12.2,Sarr,1221,5,4,6,16,0,0,0,1,0,0,5,211,307.4,256.3,492.0,105.6
557,0.0,0.0,7,2,542,39,0.3,0.1,n,1,0.3,Foulquier,57,0,0,0,6,0,0,0,0,0,0,0,12,8.0,1.0,0.0,1.0
558,100.0,100.0,0,3,563,45,0.0,0.0,a,0,0.0,Dele-Bashiru,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
559,100.0,100.0,0,4,592,49,0.0,0.0,a,0,0.0,João Pedro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
560,,,0,3,604,47,0.8,0.0,a,5,1.1,Pussetto,56,0,0,0,2,0,0,0,1,0,0,0,17,23.2,0.9,2.0,2.6
561,100.0,100.0,2,2,376,45,2.7,1.2,a,63,14.0,Cresswell,2023,3,0,4,40,0,0,0,7,0,0,5,319,428.0,296.5,152.0,87.9
562,100.0,100.0,0,2,377,45,2.7,1.1,a,65,14.4,Ogbonna,2160,2,0,6,36,1,0,0,4,0,0,0,354,457.6,21.7,155.0,63.4
563,100.0,100.0,1,2,378,41,1.7,0.4,a,25,6.1,Masuaku,908,0,1,2,18,0,0,0,3,1,0,3,160,233.4,126.2,53.0,41.4
564,,,0,2,379,41,1.0,0.5,a,10,2.4,Zabaleta,588,0,0,0,14,0,0,0,2,0,0,0,90,110.4,50.5,12.0,17.4
565,100.0,75.0,1,2,380,44,2.9,0.3,a,57,13.0,Fredericks,1686,0,2,6,30,0,0,0,5,0,0,5,318,352.6,247.2,52.0,65.4
566,100.0,100.0,0,2,381,43,2.3,2.1,a,54,12.6,Diop,1955,3,0,3,42,0,0,0,8,0,0,2,307,490.2,30.5,170.0,69.2
567,,,1,2,382,43,2.8,0.3,a,36,8.4,Balbuena,1081,1,0,3,22,0,0,0,2,0,0,3,189,248.0,18.2,149.0,41.5
568,0.0,0.0,6,2,383,39,0.0,4.4,n,0,0.0,Reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
569,,,0,2,384,40,0.0,2.5,a,0,0.0,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
570,0.0,0.0,0,4,385,70,0.0,0.1,u,0,0.0,Arnautovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
571,0.0,0.0,1,4,386,60,4.5,0.3,u,9,1.5,Chicharito,106,1,0,0,4,0,0,0,0,0,0,2,27,35.6,2.2,39.0,7.7
572,100.0,100.0,0,4,387,43,0.0,0.9,a,0,0.0,Xande Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
573,100.0,100.0,3,1,388,49,3.7,2.0,a,59,12.0,Fabianski,1307,0,0,4,22,0,1,0,1,0,46,5,277,343.2,0.0,0.0,34.4
574,100.0,100.0,1,3,389,69,3.0,0.8,a,45,6.5,Antonio,1028,2,3,2,19,0,0,0,1,0,0,1,106,220.0,218.0,546.0,98.4
575,100.0,100.0,0,3,390,66,2.8,2.5,a,61,9.2,Felipe Anderson,1405,1,4,6,26,0,0,0,1,0,0,1,290,371.4,401.2,352.0,112.6
576,100.0,100.0,0,3,391,61,2.4,0.7,a,45,7.4,Lanzini,1182,0,3,2,24,0,0,0,0,0,0,3,221,203.6,422.8,235.0,86.1
577,100.0,75.0,1,3,392,52,3.3,0.7,a,49,9.4,Yarmolenko,822,3,1,3,14,0,0,0,2,0,0,8,156,188.0,208.4,248.0,64.2
578,100.0,100.0,1,3,393,52,3.6,1.7,a,87,16.7,Snodgrass,1504,5,5,3,33,0,0,0,4,0,0,8,312,422.2,552.1,320.0,129.7
579,100.0,0.0,0,3,394,46,1.0,0.2,a,6,1.3,Wilshere,174,0,0,0,4,0,0,0,0,0,0,0,14,5.0,6.5,4.0,1.4
580,,,0,3,395,47,2.3,1.5,a,66,14.0,Rice,2610,0,2,6,50,0,0,0,5,0,0,1,437,520.0,232.1,171.0,92.3
581,100.0,100.0,2,3,396,50,3.2,1.3,a,84,16.8,Noble,2139,4,2,6,37,0,0,0,4,0,0,6,389,406.8,292.3,150.0,85.1
582,,,3,3,397,43,1.2,0.5,a,7,1.6,Carlos Sánchez,112,0,0,0,2,0,0,0,0,0,0,0,20,8.4,3.7,0.0,1.1
583,0.0,0.0,0,3,398,43,0.0,0.1,n,0,0.0,Diangana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
584,,,2,3,399,60,2.6,0.4,a,71,11.8,Fornals,1457,2,5,4,26,0,0,0,2,0,0,4,255,301.6,282.3,331.0,91.5
585,0.0,0.0,0,3,400,45,0.0,0.0,u,0,0.0,Obiang,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
586,0.0,0.0,0,1,450,44,2.2,0.3,n,18,4.1,Roberto,686,0,0,0,17,1,0,0,0,0,36,1,134,239.0,0.0,0.0,23.9
587,100.0,100.0,1,4,457,68,3.6,2.3,a,97,14.3,Haller,2144,7,3,5,40,0,0,0,1,0,0,11,318,433.4,335.5,958.0,172.0
588,,,0,4,514,56,1.0,0.0,a,8,1.4,Ajeti,128,0,0,0,3,0,0,0,0,0,0,0,14,5.2,22.9,46.0,7.3
589,100.0,100.0,1,1,553,39,4.0,1.6,a,20,5.1,Martin,435,0,0,2,6,0,0,0,1,0,15,2,86,112.0,0.0,0.0,11.2
590,100.0,0.0,0,3,568,44,1.0,0.0,a,2,0.5,Holland,31,0,0,0,1,0,0,0,0,0,0,0,10,12.6,3.8,9.0,2.5
591,,,0,1,582,40,0.0,0.1,a,0,0.0,Anang,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
592,,,0,2,593,40,1.5,0.1,a,6,1.5,Ngakia,360,0,0,0,7,0,0,0,0,0,0,0,41,57.2,8.5,0.0,6.6
593,,,0,2,594,40,0.0,0.0,a,0,0.0,Cardoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
594,,,0,3,595,45,0.0,0.0,a,0,0.0,Rosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
595,,,0,1,606,40,1.5,0.1,a,3,0.8,Randolph,180,0,0,0,5,0,0,0,0,0,6,0,27,49.6,0.0,0.0,4.9
596,100.0,100.0,0,3,616,49,1.5,0.0,a,6,1.2,Soucek,229,0,0,0,6,0,0,0,0,0,0,0,30,55.2,13.6,45.0,11.4
597,,,0,3,626,65,3.2,0.2,a,13,2.0,Bowen,182,1,0,0,2,0,0,0,0,0,0,2,50,70.6,31.0,116.0,21.8
598,100.0,100.0,4,2,401,63,4.3,8.8,a,117,18.6,Doherty,2147,4,5,7,26,0,0,0,1,0,0,9,416,453.0,227.2,635.0,131.7
599,100.0,75.0,0,2,402,54,2.8,0.9,a,74,13.7,Jonny,2193,1,2,6,29,0,0,0,4,0,0,0,368,420.8,307.4,262.0,99.1
600,,,0,2,403,51,2.9,2.0,a,83,16.3,Coady,2610,0,0,8,34,0,0,0,3,0,0,6,485,429.8,67.2,0.0,49.6
601,100.0,100.0,0,2,405,48,4.6,3.3,a,60,12.5,Boly,1170,0,1,7,9,0,0,0,1,1,0,9,275,297.4,58.2,33.0,39.0
602,100.0,100.0,0,2,406,42,1.8,0.2,a,23,5.5,Vinagre,528,0,0,2,6,0,0,0,1,0,0,0,114,115.8,92.0,48.0,25.4
603,100.0,100.0,1,2,407,46,2.9,3.7,a,73,15.9,Saïss,1983,2,2,6,28,0,0,0,8,1,0,6,374,484.8,132.1,274.0,89.2
604,,,0,2,408,39,1.7,2.0,a,5,1.3,Kilman,184,0,0,0,2,0,0,0,0,0,0,0,24,35.2,1.2,0.0,3.7
605,100.0,100.0,2,4,409,81,5.1,32.8,a,147,18.1,Jiménez,2458,13,6,9,31,0,0,0,3,0,0,23,520,723.4,560.6,1364.0,264.2
606,100.0,100.0,3,4,410,64,3.5,9.5,a,88,13.8,Jota,1758,6,3,7,24,0,0,0,3,0,0,12,290,390.2,359.5,975.0,172.6
607,,,0,1,411,52,4.0,9.9,a,116,22.3,Patrício,2610,0,0,8,34,0,2,0,0,0,77,8,516,636.0,0.0,0.0,63.8
608,,,0,1,412,42,0.0,0.4,a,0,0.0,Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
609,0.0,0.0,0,1,413,39,0.0,0.7,n,0,0.0,Norris,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
610,100.0,100.0,1,3,414,52,2.4,4.5,a,71,13.7,Neves,2275,2,1,8,29,0,0,0,7,0,0,4,372,397.4,307.4,229.0,93.7
611,,,0,3,415,54,3.2,5.2,a,94,17.4,Moutinho,2434,1,7,7,32,0,0,0,5,0,0,11,508,614.6,982.3,110.0,171.1
612,100.0,75.0,0,3,416,47,2.0,0.1,a,8,1.7,Gibbs-White,122,0,1,0,2,0,0,0,0,0,0,0,31,6.2,43.5,12.0,6.2
613,100.0,100.0,4,3,417,57,3.9,16.9,a,108,18.9,Traoré,2068,4,7,4,30,0,0,0,0,0,0,14,460,613.2,611.7,496.0,172.2
614,0.0,0.0,0,3,418,48,0.0,0.0,n,0,0.0,Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
615,0.0,0.0,0,3,419,49,0.0,0.0,u,0,0.0,Cavaleiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
616,100.0,100.0,2,3,420,44,2.4,9.1,a,70,15.9,Dendoncker,2279,2,0,7,29,1,0,0,4,0,0,6,331,421.2,127.3,204.0,75.2
617,0.0,0.0,0,2,473,46,0.5,0.2,u,1,0.2,Vallejo,162,0,0,0,6,0,0,0,1,0,0,0,22,35.6,7.0,0.0,4.3
618,0.0,0.0,0,4,487,54,1.9,0.5,n,23,4.3,Cutrone,292,2,0,1,6,0,0,0,0,0,0,0,69,85.2,35.6,155.0,27.5
619,100.0,100.0,0,3,528,50,2.0,0.2,a,42,8.4,Neto,722,2,2,1,8,0,0,0,2,0,0,0,134,159.4,182.6,198.0,53.9
620,0.0,0.0,0,4,559,45,0.0,0.0,n,0,0.0,Ashley-Seal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
621,,,0,3,560,45,0.0,0.0,a,0,0.0,Perry,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
622,,,0,3,566,45,0.0,0.0,a,0,0.0,Otasowie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
623,,,0,3,567,45,0.0,0.0,a,0,0.0,Cundle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
624,,,0,2,587,40,0.0,0.1,a,0,0.0,Buur,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
625,0.0,0.0,0,2,607,39,0.0,0.0,n,0,0.0,Giles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
626,,,0,3,609,45,0.0,0.0,a,0,0.0,Jordao,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
627,,,0,3,619,51,1.0,0.0,a,4,0.8,Podence,43,0,0,0,0,0,0,0,0,0,0,0,14,9.0,27.5,40.0,7.7
